conf,precision,recall,interpolated_precision
,1,0,1
0.99,0.7586206896551724,0.11653424139235717,0.7586206896551724
0.98,0.7038539553752535,0.13129020052970108,0.7038539553752535
0.97,0.6845878136200717,0.14453272796065078,0.6845878136200717
0.96,0.6788685524126455,0.1543700340522134,0.6788685524126455
0.95,0.6666666666666666,0.1611804767309875,0.6666666666666666
0.94,0.6597014925373135,0.16723420355656451,0.6597014925373135
0.9299999999999999,0.6434659090909091,0.1713961407491487,0.6434659090909091
0.9199999999999999,0.6334716459197787,0.17328793038214152,0.6334716459197787
0.9099999999999999,0.6309362279511533,0.17593643586833144,0.6309362279511533
0.8999999999999999,0.6254980079681275,0.1782065834279228,0.6254980079681275
0.8899999999999999,0.6227154046997389,0.18047673098751418,0.6227154046997389
0.8799999999999999,0.6208651399491094,0.1846386681800984,0.6208651399491094
0.8699999999999999,0.6154806491885143,0.1865304578130912,0.6154806491885143
0.8599999999999999,0.6125461254612546,0.188422247446084,0.6125461254612546
0.8499999999999999,0.6087484811664642,0.18955732122587968,0.6087484811664642
0.8399999999999999,0.6009445100354192,0.1925841846386682,0.6009445100354192
0.8299999999999998,0.5992990654205608,0.19409761634506242,0.5992990654205608
0.8199999999999998,0.596551724137931,0.1963677639046538,0.596551724137931
0.8099999999999998,0.5936435868331441,0.19788119561104806,0.5936435868331441
0.7999999999999998,0.5912653975363942,0.19977298524404086,0.5912653975363942
0.7899999999999998,0.5903083700440529,0.20279984865682937,0.5903083700440529
0.7799999999999998,0.588683351468988,0.20469163828982218,0.588683351468988
0.7699999999999998,0.5866523143164694,0.20620506999621643,0.5866523143164694
0.7599999999999998,0.5805084745762712,0.20734014377601212,0.5805084745762712
0.7499999999999998,0.5780104712041885,0.20885357548240635,0.5780104712041885
0.7399999999999998,0.5743801652892562,0.2103670071888006,0.5743801652892562
0.7299999999999998,0.5711361310133061,0.21112372304199772,0.5718562874251497
0.7199999999999998,0.5709969788519638,0.21452894438138478,0.5718562874251497
0.7099999999999997,0.5718562874251497,0.21679909194097616,0.5718562874251497
0.6999999999999997,0.5714285714285714,0.2194475974271661,0.5714285714285714
0.6899999999999997,0.5701839303000968,0.22285281876655316,0.5701839303000968
0.6799999999999997,0.5674904942965779,0.22587968217934165,0.5684803001876173
0.6699999999999997,0.5684803001876173,0.2292849035187287,0.5684803001876173
0.6599999999999997,0.5662650602409639,0.23117669315172154,0.5662650602409639
0.6499999999999997,0.5658135283363802,0.23420355656451003,0.5658135283363802
0.6399999999999997,0.5652173913043478,0.23609534619750283,0.5652173913043478
0.6299999999999997,0.56021409455843,0.2376087779038971,0.5602462620932278
0.6199999999999997,0.5602462620932278,0.24101399924328415,0.5602462620932278
0.6099999999999997,0.5577758470894874,0.24290578887627695,0.5577758470894874
0.5999999999999996,0.5547945205479452,0.24517593643586832,0.5547945205479452
0.5899999999999996,0.554614733276884,0.24782444192205827,0.554614733276884
0.5799999999999996,0.5537948290241869,0.2512296632614453,0.5537948290241869
0.5699999999999996,0.5532617671345995,0.2534998108210367,0.5532617671345995
0.5599999999999996,0.5513029315960912,0.2561483163072266,0.5513029315960912
0.5499999999999996,0.5486725663716814,0.2580401059402194,0.5486725663716814
0.5399999999999996,0.5450949367088608,0.26068861142640937,0.5450949367088608
0.5299999999999996,0.5435294117647059,0.26220204313280365,0.5435294117647059
0.5199999999999996,0.5432766615146831,0.26598562239878926,0.5432766615146831
