ts,used_mib,free_mib
1780331421.574772766,8993, 3101
1780331422.612647545,8993, 3101
1780331423.668215473,8993, 3101
1780331424.708628374,4373, 7721
1780331425.758290653,221, 11873
1780331426.799542285,221, 11873
1780331427.846895022,221, 11873
1780331428.900757581,221, 11873
1780331429.947122018,221, 11873
1780331430.989885948,221, 11873
1780331432.031888272,221, 11873
1780331433.073949651,221, 11873
1780331434.117722742,221, 11873
1780331435.160475367,221, 11873
1780331436.200359471,481, 11613
1780331437.244746778,8233, 3861
1780331438.293039156,8233, 3861
1780331439.340177248,8233, 3861
1780331440.385304572,8233, 3861
1780331441.431594503,8359, 3735
1780331442.476580992,8555, 3539
1780331443.527218470,9197, 2897
1780331444.583591095,9577, 2517
1780331445.714362342,10317, 1777
1780331446.757832011,10319, 1775
1780331447.802682345,10319, 1775
1780331448.841240754,10319, 1775
1780331449.883090485,10319, 1775
1780331450.922857409,10319, 1775
1780331451.968201975,10319, 1775
1780331453.008317719,10319, 1775
1780331454.064738929,10319, 1775
1780331455.104833444,10319, 1775
1780331456.149179693,443, 11651
1780331457.206674841,443, 11651
1780331458.250531580,221, 11873
1780331459.302901915,221, 11873
1780331460.361458224,221, 11873
1780331461.409583005,221, 11873
1780331462.463552869,221, 11873
1780331463.509102647,221, 11873
1780331464.559017682,221, 11873
1780331465.613734215,221, 11873
1780331466.671894194,221, 11873
1780331467.718737032,221, 11873
1780331468.768435317,221, 11873
1780331469.825030719,221, 11873
1780331470.874325677,221, 11873
1780331471.929248143,221, 11873
1780331472.973814140,221, 11873
1780331474.032006912,221, 11873
1780331475.079837318,221, 11873
1780331476.130779501,221, 11873
1780331477.186254320,221, 11873
1780331478.235556709,221, 11873
1780331479.285362143,221, 11873
1780331480.327129067,221, 11873
1780331481.371093464,221, 11873
1780331482.428883751,221, 11873
1780331483.483145600,221, 11873
1780331484.535211561,221, 11873
1780331485.585803807,221, 11873
1780331486.626342135,221, 11873
1780331487.664848605,221, 11873
1780331488.717710545,221, 11873
1780331489.772237887,221, 11873
1780331490.819691797,221, 11873
1780331491.868919547,221, 11873
1780331492.921560357,221, 11873
1780331493.968066290,221, 11873
1780331495.012074590,221, 11873
1780331496.071816696,221, 11873
1780331497.123385249,221, 11873
1780331498.175200497,221, 11873
1780331499.221484663,221, 11873
1780331500.273650179,221, 11873
1780331501.323574016,221, 11873
1780331502.366024240,221, 11873
1780331503.416941051,221, 11873
1780331504.471419034,221, 11873
1780331505.513054374,221, 11873
1780331506.562763840,221, 11873
1780331507.607633199,221, 11873
1780331508.671734656,221, 11873
1780331509.726165900,221, 11873
1780331510.782227301,221, 11873
1780331511.842374490,221, 11873
1780331512.900822896,221, 11873
1780331513.942224030,221, 11873
1780331514.991633424,221, 11873
1780331516.046593889,221, 11873
1780331517.099843670,221, 11873
1780331518.159450887,221, 11873
1780331519.209642113,221, 11873
1780331520.262447813,221, 11873
1780331521.314314273,221, 11873
1780331522.366769371,221, 11873
1780331523.421820683,221, 11873
1780331524.473646998,221, 11873
1780331525.549266015,221, 11873
1780331526.590249019,221, 11873
1780331527.639885005,221, 11873
1780331528.684409592,221, 11873
1780331529.733930022,221, 11873
1780331530.782032378,221, 11873
1780331531.833411367,221, 11873
1780331532.884256301,221, 11873
1780331533.935033172,221, 11873
1780331534.985771193,221, 11873
1780331536.036999487,221, 11873
1780331537.083021351,221, 11873
1780331538.145858215,221, 11873
1780331539.194413278,221, 11873
1780331540.251222750,221, 11873
1780331541.302285890,221, 11873
1780331542.359952600,221, 11873
1780331543.407562792,221, 11873
1780331544.460071054,221, 11873
1780331545.507072189,221, 11873
1780331546.547761997,223, 11871
1780331547.625432624,223, 11871
1780331548.675264242,223, 11871
1780331549.726208628,223, 11871
1780331550.771225287,223, 11871
1780331551.812327964,223, 11871
1780331552.851521478,221, 11873
1780331553.904366563,221, 11873
1780331554.961086092,221, 11873
1780331556.068170622,221, 11873
1780331557.120239246,221, 11873
1780331558.170302689,221, 11873
1780331559.228135795,221, 11873
1780331560.276788958,221, 11873
1780331561.329576415,221, 11873
1780331562.388722576,221, 11873
1780331563.440029684,221, 11873
1780331564.492086022,221, 11873
1780331565.546938070,221, 11873
1780331566.586261521,221, 11873
1780331567.636734580,221, 11873
1780331568.684567186,221, 11873
1780331569.740289384,221, 11873
1780331570.793997284,221, 11873
1780331571.845102288,221, 11873
1780331572.891667496,221, 11873
1780331573.945487594,221, 11873
1780331575.009748092,221, 11873
1780331576.064125227,221, 11873
1780331577.118263662,221, 11873
1780331578.173231426,221, 11873
1780331579.232981610,221, 11873
1780331580.283762786,221, 11873
1780331581.330616845,221, 11873
1780331582.379963348,221, 11873
1780331583.433780217,221, 11873
1780331584.481871701,221, 11873
1780331585.531966412,221, 11873
1780331586.596741884,221, 11873
1780331587.674979874,221, 11873
1780331588.728056026,221, 11873
1780331589.782554536,221, 11873
1780331590.831577731,221, 11873
1780331591.879509353,221, 11873
1780331592.932241941,221, 11873
1780331593.979938881,221, 11873
1780331595.035010660,221, 11873
1780331596.085226994,221, 11873
1780331597.148409593,221, 11873
1780331598.199448269,221, 11873
1780331599.257880176,221, 11873
1780331600.309185191,221, 11873
1780331601.361983464,221, 11873
1780331602.413707930,221, 11873
1780331603.470935995,221, 11873
1780331604.529405531,221, 11873
1780331605.589742900,221, 11873
1780331606.633560107,221, 11873
1780331607.670550294,221, 11873
1780331608.725299570,221, 11873
1780331609.781714857,221, 11873
1780331610.826384768,221, 11873
1780331611.877747727,221, 11873
1780331612.927584809,221, 11873
1780331613.981898596,221, 11873
1780331615.034423620,221, 11873
1780331616.083443859,221, 11873
1780331617.239113199,221, 11873
1780331618.299737683,221, 11873
1780331619.346787333,221, 11873
1780331620.401113091,221, 11873
1780331621.453178373,221, 11873
1780331622.493392477,221, 11873
1780331623.532426636,221, 11873
1780331624.578948609,221, 11873
1780331625.635384578,221, 11873
1780331626.673936634,221, 11873
1780331627.713444829,221, 11873
1780331628.760648444,221, 11873
1780331629.817188362,221, 11873
1780331630.869824061,221, 11873
1780331631.919760907,221, 11873
1780331632.990729188,221, 11873
1780331634.043535179,221, 11873
1780331635.090677895,221, 11873
1780331636.145602950,221, 11873
1780331637.200585996,221, 11873
1780331638.256542221,221, 11873
1780331639.312019961,221, 11873
1780331640.364231715,221, 11873
1780331641.414092269,221, 11873
1780331642.467361234,221, 11873
1780331643.522704093,221, 11873
1780331644.581262154,221, 11873
1780331645.629743741,221, 11873
1780331646.689497611,221, 11873
1780331647.833409124,221, 11873
1780331648.894643016,221, 11873
1780331649.945748228,221, 11873
1780331650.996862187,221, 11873
1780331652.080149977,221, 11873
1780331653.137398829,221, 11873
1780331654.199943339,221, 11873
1780331655.254106853,221, 11873
1780331656.304163351,221, 11873
1780331657.357560303,221, 11873
1780331658.411483131,221, 11873
1780331659.459465776,221, 11873
1780331660.515742508,221, 11873
1780331661.562931443,221, 11873
1780331662.631561989,221, 11873
1780331663.692427977,221, 11873
1780331664.750431067,221, 11873
1780331665.807312055,221, 11873
1780331666.859279172,221, 11873
1780331667.907736364,221, 11873
1780331668.991804689,221, 11873
1780331670.046907599,221, 11873
1780331671.104363518,221, 11873
1780331672.164804024,221, 11873
1780331673.224668388,221, 11873
1780331674.277499259,221, 11873
1780331675.339220764,221, 11873
1780331676.378491011,221, 11873
1780331677.427341326,221, 11873
1780331678.466863535,221, 11873
1780331679.515420195,221, 11873
1780331680.558836419,221, 11873
1780331681.597914465,221, 11873
1780331682.697353286,221, 11873
1780331683.741347984,221, 11873
1780331684.790970436,221, 11873
1780331685.845614722,221, 11873
1780331686.889961594,221, 11873
1780331687.930962298,221, 11873
1780331688.981596409,221, 11873
1780331690.041261774,221, 11873
1780331691.095493752,221, 11873
1780331692.153769037,221, 11873
1780331693.210791706,221, 11873
1780331694.254897075,221, 11873
1780331695.312670749,221, 11873
1780331696.387426676,221, 11873
1780331697.441854293,221, 11873
1780331698.493271076,221, 11873
1780331699.542264267,221, 11873
1780331700.596051034,221, 11873
1780331701.642204879,221, 11873
1780331702.689085301,221, 11873
1780331703.741160119,221, 11873
1780331704.789623564,221, 11873
1780331705.840662327,221, 11873
1780331706.896058580,221, 11873
1780331707.981324206,221, 11873
1780331709.025883064,221, 11873
1780331710.079747833,221, 11873
1780331711.133726749,221, 11873
1780331712.193580780,221, 11873
1780331713.235734800,221, 11873
1780331714.287081174,221, 11873
1780331715.333713097,221, 11873
1780331716.384222398,221, 11873
1780331717.434584773,221, 11873
1780331718.488424849,221, 11873
1780331719.528808713,221, 11873
1780331720.574826568,221, 11873
1780331721.614732288,221, 11873
1780331722.658694313,221, 11873
1780331723.710494042,221, 11873
1780331724.761471933,221, 11873
1780331725.817621093,221, 11873
1780331726.866146830,221, 11873
1780331727.917846052,221, 11873
1780331728.969403071,221, 11873
1780331730.018596053,221, 11873
1780331731.081189133,221, 11873
1780331732.126745813,221, 11873
1780331733.189879711,221, 11873
1780331734.247515705,221, 11873
1780331735.301908618,221, 11873
1780331736.358111006,221, 11873
1780331737.415845759,221, 11873
1780331738.466016448,221, 11873
1780331739.543506793,221, 11873
1780331740.596253460,221, 11873
1780331741.640964263,221, 11873
1780331742.692877664,221, 11873
1780331743.750536192,221, 11873
1780331744.791930717,221, 11873
1780331745.845258229,221, 11873
1780331746.896741624,221, 11873
1780331747.966675997,221, 11873
1780331749.017562216,221, 11873
1780331750.076581133,221, 11873
1780331751.128511575,221, 11873
1780331752.181210847,221, 11873
1780331753.241855080,221, 11873
1780331754.300044202,221, 11873
1780331755.361207543,221, 11873
1780331756.412043839,221, 11873
1780331757.465600842,221, 11873
1780331758.514633786,221, 11873
1780331759.569203899,221, 11873
1780331760.618124445,221, 11873
1780331761.656670725,221, 11873
1780331762.697812621,221, 11873
1780331763.747768702,221, 11873
1780331764.817711481,221, 11873
1780331765.868862866,221, 11873
1780331766.926913446,221, 11873
1780331767.976712442,221, 11873
1780331769.029247997,221, 11873
1780331770.161212610,221, 11873
1780331771.216558868,221, 11873
1780331772.260987197,221, 11873
1780331773.305234477,221, 11873
1780331774.352854827,221, 11873
1780331775.402752501,221, 11873
1780331776.452454149,221, 11873
1780331777.506920641,221, 11873
1780331778.562348197,221, 11873
1780331779.618410459,221, 11873
1780331780.673857177,221, 11873
1780331781.731058413,221, 11873
1780331782.776479605,221, 11873
1780331783.836439845,221, 11873
1780331784.897655103,221, 11873
1780331785.942195191,221, 11873
1780331787.004983702,221, 11873
1780331788.084987501,221, 11873
1780331789.137917669,221, 11873
1780331790.192317310,221, 11873
1780331791.237570968,221, 11873
1780331792.290336382,221, 11873
1780331793.339585627,221, 11873
1780331794.391265654,221, 11873
1780331795.442330924,221, 11873
1780331796.491908437,221, 11873
1780331797.541034532,221, 11873
1780331798.592721003,221, 11873
1780331799.637987705,221, 11873
1780331800.778564137,221, 11873
1780331801.822245008,221, 11873
1780331802.879363020,221, 11873
1780331803.932519690,221, 11873
1780331804.983590394,221, 11873
1780331806.032628719,221, 11873
1780331807.087151303,221, 11873
1780331808.150087191,221, 11873
1780331809.205924275,221, 11873
1780331810.258222136,221, 11873
1780331811.306695854,221, 11873
1780331812.358863378,221, 11873
1780331813.411323943,221, 11873
1780331814.464121590,221, 11873
1780331815.529355761,221, 11873
1780331816.620149216,221, 11873
1780331817.693496690,221, 11873
1780331818.749519790,221, 11873
1780331819.802641089,221, 11873
1780331820.851972470,221, 11873
1780331821.894170126,221, 11873
1780331822.938808701,221, 11873
1780331823.988066535,221, 11873
1780331825.035939570,221, 11873
1780331826.087363738,221, 11873
1780331827.135409213,221, 11873
1780331828.190013026,221, 11873
1780331829.241313818,221, 11873
1780331830.297275095,221, 11873
1780331831.350257215,221, 11873
1780331832.409747138,221, 11873
1780331833.463782303,221, 11873
1780331834.505371942,221, 11873
1780331835.560048600,221, 11873
1780331836.605659345,221, 11873
1780331837.688896534,221, 11873
1780331838.740430561,221, 11873
1780331839.793418912,221, 11873
1780331840.843320722,221, 11873
1780331841.892713856,221, 11873
1780331842.943374392,221, 11873
1780331843.992841770,221, 11873
1780331845.044815153,221, 11873
1780331846.095427885,221, 11873
1780331847.170299136,221, 11873
1780331848.220963405,221, 11873
1780331849.276602559,221, 11873
1780331850.322790252,221, 11873
1780331851.376511672,221, 11873
1780331852.432154754,221, 11873
1780331853.480912844,221, 11873
1780331854.530505912,221, 11873
1780331855.581566390,221, 11873
1780331856.624839061,221, 11873
1780331857.665328550,221, 11873
1780331858.716802036,221, 11873
1780331859.768301672,221, 11873
1780331860.816454161,221, 11873
1780331861.909151585,221, 11873
1780331862.961752446,221, 11873
1780331864.008819952,221, 11873
1780331865.054459151,221, 11873
1780331866.110031966,221, 11873
1780331867.164901593,221, 11873
1780331868.226922075,221, 11873
1780331869.278556120,221, 11873
1780331870.335676761,221, 11873
1780331871.391551665,221, 11873
1780331872.448309601,221, 11873
1780331873.505242983,221, 11873
1780331874.547045224,221, 11873
1780331875.607657504,221, 11873
1780331876.660746706,221, 11873
1780331877.712061121,221, 11873
1780331878.766647070,221, 11873
1780331879.817163167,221, 11873
1780331880.869499313,221, 11873
1780331881.922234502,221, 11873
1780331882.973134844,221, 11873
1780331884.027019120,221, 11873
1780331885.081277984,221, 11873
1780331886.134727953,221, 11873
1780331887.176377737,221, 11873
1780331888.237086217,221, 11873
1780331889.292171781,221, 11873
1780331890.341110149,221, 11873
1780331891.393434240,221, 11873
1780331892.450085798,221, 11873
1780331893.496912597,221, 11873
1780331894.546582522,221, 11873
1780331895.599526203,221, 11873
1780331896.638273453,221, 11873
1780331897.688675191,221, 11873
1780331898.740979362,221, 11873
1780331899.791372441,221, 11873
1780331900.853793633,221, 11873
1780331901.902522585,221, 11873
1780331902.947510514,221, 11873
1780331904.005208681,221, 11873
1780331905.055719962,221, 11873
1780331906.111641422,221, 11873
1780331907.167792705,221, 11873
1780331908.227526940,221, 11873
1780331909.281308958,221, 11873
1780331910.331874260,221, 11873
1780331911.373342764,221, 11873
1780331912.421099087,221, 11873
1780331913.472496984,221, 11873
1780331914.522060211,221, 11873
1780331915.565675243,221, 11873
1780331916.619403770,221, 11873
1780331917.661815645,221, 11873
1780331918.709675635,221, 11873
1780331919.756441745,221, 11873
1780331920.801574413,221, 11873
1780331921.840442142,221, 11873
1780331922.929036525,221, 11873
1780331923.979923155,221, 11873
1780331925.040034328,221, 11873
1780331926.085750405,221, 11873
1780331927.139664598,221, 11873
1780331928.197251414,221, 11873
1780331929.253622388,221, 11873
1780331930.312747999,221, 11873
1780331931.361551488,221, 11873
1780331932.418463503,221, 11873
1780331933.473002021,221, 11873
1780331934.513632484,221, 11873
1780331935.562330732,221, 11873
1780331936.643134845,221, 11873
1780331937.694064521,221, 11873
1780331938.738319676,221, 11873
1780331939.784967346,221, 11873
1780331940.839726429,221, 11873
1780331941.894203515,221, 11873
1780331942.943603480,221, 11873
1780331943.996151873,221, 11873
1780331945.047807829,221, 11873
1780331946.098812938,221, 11873
1780331947.151529265,221, 11873
1780331948.212826108,221, 11873
1780331949.262637621,221, 11873
1780331950.311348923,221, 11873
1780331951.368367699,221, 11873
1780331952.423820484,221, 11873
1780331953.473663991,221, 11873
1780331954.525825493,221, 11873
1780331955.573683379,221, 11873
1780331956.613527371,221, 11873
1780331957.658712855,221, 11873
1780331958.713487124,221, 11873
1780331959.771930843,221, 11873
1780331960.830199005,221, 11873
1780331961.884157030,221, 11873
1780331962.936123711,221, 11873
1780331964.020028159,221, 11873
1780331965.072432078,221, 11873
1780331966.123342057,221, 11873
1780331967.172665122,221, 11873
1780331968.226836896,221, 11873
1780331969.283787946,221, 11873
1780331970.334510801,221, 11873
1780331971.388310648,221, 11873
1780331972.442226861,221, 11873
1780331973.493668736,221, 11873
1780331974.545429855,221, 11873
1780331975.591421184,221, 11873
1780331976.645281498,221, 11873
1780331977.687286060,221, 11873
1780331978.749589254,221, 11873
1780331979.794892910,221, 11873
1780331980.851300367,221, 11873
1780331981.905810795,221, 11873
1780331982.955933171,221, 11873
1780331984.070209737,221, 11873
1780331985.121549056,221, 11873
1780331986.175806511,221, 11873
1780331987.229194051,221, 11873
1780331988.287095190,221, 11873
1780331989.340789949,221, 11873
1780331990.385864685,221, 11873
1780331991.436993173,221, 11873
1780331992.478850464,221, 11873
1780331993.525287306,221, 11873
1780331994.576016010,221, 11873
1780331995.632661699,221, 11873
1780331996.672227480,221, 11873
1780331997.717593728,221, 11873
1780331998.773495901,221, 11873
1780331999.825539030,221, 11873
1780332000.881108978,221, 11873
1780332001.940328306,221, 11873
1780332002.990630549,221, 11873
1780332004.046326082,221, 11873
1780332005.101374100,221, 11873
1780332006.149260046,221, 11873
1780332007.189906036,221, 11873
1780332008.242725305,221, 11873
1780332009.297500095,221, 11873
1780332010.344669737,221, 11873
1780332011.400306248,221, 11873
1780332012.456786569,221, 11873
1780332013.508280308,221, 11873
1780332014.653281946,221, 11873
1780332015.712199550,221, 11873
1780332016.767351883,221, 11873
1780332017.818904735,221, 11873
1780332018.871290768,221, 11873
1780332019.926215771,221, 11873
1780332020.981391918,221, 11873
1780332022.035945369,221, 11873
1780332023.080408672,221, 11873
1780332024.140779022,221, 11873
1780332025.193938477,221, 11873
1780332026.248094117,221, 11873
1780332027.296999779,221, 11873
1780332028.351745416,221, 11873
1780332029.403377482,221, 11873
1780332030.449419842,221, 11873
1780332031.515806947,221, 11873
1780332032.576024028,221, 11873
1780332033.631391553,221, 11873
1780332034.681919678,221, 11873
1780332035.734812871,221, 11873
1780332036.790029001,221, 11873
1780332037.842097387,221, 11873
1780332038.898648500,221, 11873
1780332039.950047731,221, 11873
1780332041.006971228,221, 11873
1780332042.062071368,221, 11873
1780332043.113742058,221, 11873
1780332044.169006105,221, 11873
1780332045.254086968,221, 11873
1780332046.306123780,221, 11873
1780332047.361156852,221, 11873
1780332048.418223539,221, 11873
1780332049.472428493,221, 11873
1780332050.530183975,221, 11873
1780332051.585084853,221, 11873
1780332052.653388824,221, 11873
1780332053.707890728,221, 11873
1780332054.765474630,221, 11873
1780332055.819636832,221, 11873
1780332056.878308165,221, 11873
1780332057.927101281,221, 11873
1780332058.974113438,221, 11873
1780332060.034625681,221, 11873
1780332061.088796260,221, 11873
1780332062.146316767,221, 11873
1780332063.193857036,221, 11873
1780332064.252247827,221, 11873
1780332065.309410560,221, 11873
1780332066.359635226,221, 11873
1780332067.405086671,221, 11873
1780332068.455759790,221, 11873
1780332069.511239098,221, 11873
1780332070.561809767,221, 11873
1780332071.617869602,221, 11873
1780332072.664339368,221, 11873
1780332073.718781086,221, 11873
1780332074.774006185,221, 11873
1780332075.843129539,221, 11873
1780332076.896087029,221, 11873
1780332077.977259687,221, 11873
1780332079.033073663,221, 11873
1780332080.086679589,221, 11873
1780332081.148406778,221, 11873
1780332082.202221264,221, 11873
1780332083.258302210,221, 11873
1780332084.309245211,221, 11873
1780332085.357564560,221, 11873
1780332086.407755974,221, 11873
1780332087.457969555,221, 11873
1780332088.500346245,221, 11873
1780332089.551247770,221, 11873
1780332090.598778704,221, 11873
1780332091.646573077,221, 11873
1780332092.687057221,221, 11873
1780332093.744593920,221, 11873
1780332094.801649071,221, 11873
1780332095.844659690,221, 11873
1780332096.895910843,221, 11873
1780332097.950143055,221, 11873
1780332099.013789303,221, 11873
1780332100.067203324,221, 11873
1780332101.117300623,221, 11873
1780332102.174465665,221, 11873
1780332103.217663073,221, 11873
1780332104.276970691,221, 11873
1780332105.330344351,221, 11873
1780332106.410809594,221, 11873
1780332107.470599325,221, 11873
1780332108.521281912,221, 11873
1780332109.580267639,221, 11873
1780332110.640205335,221, 11873
1780332111.682063156,221, 11873
1780332112.730442498,221, 11873
1780332113.775837295,221, 11873
1780332114.832908001,221, 11873
1780332115.886507156,221, 11873
1780332116.941697056,221, 11873
1780332117.994516896,221, 11873
1780332119.045475842,221, 11873
1780332120.089868898,221, 11873
1780332121.147334589,221, 11873
1780332122.200581141,221, 11873
1780332123.253262053,221, 11873
1780332124.300470431,221, 11873
1780332125.350144120,221, 11873
1780332126.402225549,221, 11873
1780332127.443471868,221, 11873
1780332128.488450818,221, 11873
1780332129.540077058,221, 11873
1780332130.596045134,221, 11873
1780332131.657301202,221, 11873
1780332132.714665976,221, 11873
1780332133.771093703,221, 11873
1780332134.827597128,221, 11873
1780332135.872429609,221, 11873
1780332136.996432199,221, 11873
1780332138.040910256,221, 11873
1780332139.094733442,221, 11873
1780332140.148316990,221, 11873
1780332141.200914482,221, 11873
1780332142.256417967,221, 11873
1780332143.307699674,221, 11873
1780332144.358915963,221, 11873
1780332145.407672545,221, 11873
1780332146.465088215,221, 11873
1780332147.526234901,221, 11873
1780332148.582898596,221, 11873
1780332149.635009234,221, 11873
1780332150.694265887,221, 11873
1780332151.749158573,221, 11873
1780332152.802952665,221, 11873
1780332153.856128943,221, 11873
1780332154.906364736,221, 11873
1780332155.963309099,221, 11873
1780332157.020410867,221, 11873
1780332158.065153108,221, 11873
1780332159.120141631,221, 11873
1780332160.174560786,221, 11873
1780332161.220525469,221, 11873
1780332162.275912846,221, 11873
1780332163.325488766,221, 11873
1780332164.383855323,221, 11873
1780332165.433309280,221, 11873
1780332166.514986820,221, 11873
1780332167.604985192,221, 11873
1780332168.664052491,221, 11873
1780332169.715347772,221, 11873
1780332170.772896724,221, 11873
1780332171.830655146,221, 11873
1780332172.888481192,221, 11873
1780332173.936055892,221, 11873
1780332174.980520687,221, 11873
1780332176.037843037,221, 11873
1780332177.086150329,221, 11873
1780332178.142117910,221, 11873
1780332179.198606339,221, 11873
1780332180.254700485,221, 11873
1780332181.311170247,221, 11873
1780332182.369214432,221, 11873
1780332183.427864699,221, 11873
1780332184.476404613,221, 11873
1780332185.526579122,221, 11873
1780332186.571848346,221, 11873
1780332187.619487178,221, 11873
1780332188.673752391,221, 11873
1780332189.725256659,221, 11873
1780332190.782186056,221, 11873
1780332191.857921044,221, 11873
1780332192.907355231,221, 11873
1780332193.958727417,221, 11873
1780332195.008206719,221, 11873
1780332196.066497492,221, 11873
1780332197.122559177,221, 11873
1780332198.238184604,221, 11873
1780332199.300352526,221, 11873
1780332200.345569403,221, 11873
1780332201.397812569,221, 11873
1780332202.452913748,221, 11873
1780332203.507678991,221, 11873
1780332204.560042841,221, 11873
1780332205.620132784,221, 11873
1780332206.666164564,221, 11873
1780332207.715899890,221, 11873
1780332208.770246099,221, 11873
1780332209.807541427,221, 11873
1780332210.858406971,221, 11873
1780332211.912246149,221, 11873
1780332212.963418301,221, 11873
1780332214.011101509,221, 11873
1780332215.059608766,221, 11873
1780332216.105285787,221, 11873
1780332217.154875707,221, 11873
1780332218.207644306,221, 11873
1780332219.255283113,221, 11873
1780332220.311072217,221, 11873
1780332221.363352678,221, 11873
1780332222.440173347,221, 11873
1780332223.493082248,221, 11873
1780332224.547716537,221, 11873
1780332225.599719032,221, 11873
1780332226.648433972,221, 11873
1780332227.693862342,221, 11873
1780332228.848135796,221, 11873
1780332229.902522801,221, 11873
1780332230.962120503,221, 11873
1780332232.022955158,221, 11873
1780332233.075512813,221, 11873
1780332234.134389236,221, 11873
1780332235.188919542,221, 11873
1780332236.245572937,221, 11873
1780332237.299438797,221, 11873
1780332238.356527622,221, 11873
1780332239.412081500,221, 11873
1780332240.466930654,221, 11873
1780332241.540314180,221, 11873
1780332242.606410246,221, 11873
1780332243.659482025,221, 11873
1780332244.715377317,221, 11873
1780332245.765557000,221, 11873
1780332246.862632972,221, 11873
1780332247.915419621,221, 11873
1780332248.968558966,221, 11873
1780332250.025796035,221, 11873
1780332251.080684760,221, 11873
1780332252.150258372,221, 11873
1780332253.202820019,221, 11873
1780332254.255394675,221, 11873
1780332255.295630685,221, 11873
1780332256.348662057,221, 11873
1780332257.403396867,221, 11873
1780332258.455513559,221, 11873
1780332259.508374590,221, 11873
1780332260.562494234,221, 11873
1780332261.607931797,221, 11873
1780332262.680112954,221, 11873
1780332263.754814682,221, 11873
1780332264.811360310,221, 11873
1780332265.878141227,221, 11873
1780332266.925323999,221, 11873
1780332267.971143157,221, 11873
1780332269.017690081,221, 11873
1780332270.060381910,221, 11873
1780332271.100809833,443, 11651
1780332272.144569650,443, 11651
1780332273.185816246,443, 11651
1780332274.240110454,443, 11651
1780332275.279332349,443, 11651
1780332276.321723440,443, 11651
1780332277.360568992,443, 11651
1780332278.406156103,221, 11873
1780332279.471308238,221, 11873
1780332280.510169929,221, 11873
