ts,used_mib,free_mib
1780256777.219259243,537, 11557
1780256778.262998476,537, 11557
1780256779.318778178,537, 11557
1780256780.364503810,537, 11557
1780256781.416437673,537, 11557
1780256782.465020006,537, 11557
1780256783.575256077,537, 11557
1780256784.627039899,537, 11557
1780256785.684280326,537, 11557
1780256786.736871546,537, 11557
1780256787.787972100,537, 11557
1780256788.825205655,537, 11557
1780256789.860998064,537, 11557
1780256790.901798611,537, 11557
1780256791.947516128,537, 11557
1780256792.991020518,537, 11557
1780256794.032718530,537, 11557
1780256795.078371261,537, 11557
1780256796.128147304,537, 11557
1780256797.169069526,537, 11557
1780256798.216824905,537, 11557
1780256799.260130006,537, 11557
1780256800.312368161,537, 11557
1780256801.357503007,537, 11557
1780256802.403057699,537, 11557
1780256803.449052601,537, 11557
1780256804.502892799,537, 11557
1780256805.554365017,537, 11557
1780256806.587751681,537, 11557
1780256807.633814217,537, 11557
1780256808.685180051,537, 11557
1780256809.736074132,537, 11557
1780256810.778664447,537, 11557
1780256811.826227691,537, 11557
1780256812.873359999,537, 11557
1780256813.920673866,537, 11557
1780256814.958502698,537, 11557
1780256816.006195172,537, 11557
1780256817.106130076,537, 11557
1780256818.147011639,537, 11557
1780256819.200618493,537, 11557
1780256820.250795456,537, 11557
1780256821.304037637,537, 11557
1780256822.354773944,537, 11557
1780256823.404628609,537, 11557
1780256824.462665285,537, 11557
1780256825.520902878,537, 11557
1780256826.556550202,537, 11557
1780256827.603571531,537, 11557
1780256828.649393919,537, 11557
1780256829.696622475,537, 11557
1780256830.739738367,537, 11557
1780256831.786206707,537, 11557
1780256832.836376512,537, 11557
1780256833.884040080,537, 11557
1780256834.920766215,537, 11557
1780256835.969958882,537, 11557
1780256837.017961677,537, 11557
1780256838.073408611,537, 11557
1780256839.118616091,537, 11557
1780256840.163930351,537, 11557
1780256841.213249640,537, 11557
1780256842.256170757,537, 11557
1780256843.305833995,537, 11557
1780256844.357626024,537, 11557
1780256845.405589565,537, 11557
1780256846.449957780,537, 11557
1780256847.499156964,537, 11557
1780256848.549879062,537, 11557
1780256849.593887440,537, 11557
1780256850.642439050,537, 11557
1780256851.688285502,537, 11557
1780256852.738816634,537, 11557
1780256853.780268239,537, 11557
1780256854.921717008,537, 11557
1780256855.968962890,537, 11557
1780256857.019430736,537, 11557
